Id,SalePrice
307,236303.13
308,99487.8
309,85586.58
310,346493.01
311,171093.97
312,124853.0
313,117536.26
314,327545.68
315,176800.25
316,185205.5
317,246546.88
318,260637.7
319,284381.39
320,189560.0
321,344357.57
322,336621.14
323,301841.3
324,117121.67
325,248919.53
326,93573.0
327,309067.81
328,149880.5
329,195833.0
330,93508.0
331,125012.05
332,138625.0
333,269266.0
334,202660.49
335,186216.32
336,231115.7
337,365340.88
338,216672.77
339,201538.8
340,150960.5
341,212306.0
342,95827.5
343,89504.93
344,265422.84
345,89390.0
346,139082.84
347,143619.0
348,163680.0
349,161945.0
350,439300.52
351,307811.07
352,198672.66
353,96113.0
354,92488.5
355,132151.21
356,177665.41
357,173837.32
358,131223.4
359,133215.5
360,255586.8
361,144801.3
362,141477.5
363,204009.42
364,101952.5
365,183065.5
366,130978.58
367,156384.0
368,162803.5
369,132931.42
370,154141.0
371,174462.32
372,150051.5
373,125632.0
374,130990.0
375,218290.35
376,71316.22
377,143337.5
378,324874.98
379,378982.07
380,183357.32
381,133415.18
382,190189.11
383,219619.0
384,86324.0
385,237168.0
386,182759.8
387,90206.0
388,127581.92
389,203528.0
390,392402.98
391,115939.3
392,216678.15
393,108271.13
394,103686.5
395,106924.5
396,128416.0
397,125051.5
398,165773.0
399,84105.8
400,223628.99
401,225733.77
402,176573.21
403,106471.5
404,271284.7
405,174753.22
406,159731.15
407,127218.5
408,168225.48
409,280558.38
410,309380.85
411,92252.37
412,148272.0
413,232386.51
414,107355.86
415,238436.5
416,191797.78
417,154551.25
418,238723.58
419,123222.33
420,143265.0
421,202147.15
422,202336.35
423,123021.5
424,323250.6
425,134210.0
426,132372.2
427,255005.5
428,112557.28
429,198687.16
430,177274.31
431,89207.0
432,87986.71
433,121794.0
434,178962.0
435,83402.0
436,203803.0
437,104968.5
438,111214.0
439,80181.0
440,112568.54
441,517728.96
442,129059.3
443,150091.57
444,172877.42
445,214820.5
446,140153.5
447,220830.0
448,211531.9
449,126488.5
450,111702.0
451,107902.0
452,257506.0
453,205470.5
454,204081.85
455,167663.8
456,168511.87
457,103465.12
458,238979.0
459,154320.38
460,113203.5
461,253048.72
462,130865.5
463,85923.13
464,189300.5
465,131999.0
466,184365.3
467,157105.09
468,157181.0
469,250036.16
470,194592.5
471,213561.58
472,191065.5
473,147039.5
474,414934.37
475,262210.0
476,131113.5
477,213319.0
478,391569.22
479,291763.62
480,98810.23
481,329102.58
482,331485.06
483,146452.91
484,164756.9
485,130545.0
486,141092.75
487,151504.5
488,174766.0
489,161626.0
490,86254.0
491,118967.54
492,141865.0
493,171440.595
494,152540.37
495,98121.0
496,59317.5
497,399604.11
498,173677.5
499,126583.0
500,118662.66
501,112319.04
502,220075.15
503,140842.74
504,260485.0
505,138869.34
506,138803.5
507,218747.9
508,205993.24
509,156533.0
510,127482.0
511,166940.0
512,202994.44
513,123457.73
514,139837.0
515,96590.0
516,383969.57
517,167709.0
518,282753.4
519,207474.75
520,214359.0
521,115708.79
522,148602.5
523,148562.18
524,319434.89
525,316298.0
526,180997.09
527,130865.0
528,415676.85
529,85431.0
530,221355.62
531,188318.0
532,128132.0
533,113378.5
534,48693.32
535,178321.6
536,122662.0
537,193312.0
538,118562.0
539,154710.41
540,256571.32
541,328918.5
542,243342.13
543,224384.06
544,134535.0
545,180045.05
546,231973.38
547,188485.09
548,126673.0
549,117020.16
550,249329.1
551,133379.1
552,117897.32
553,268555.16
554,112361.64
555,271464.0
556,108786.4
557,144409.5
558,111450.3
559,177784.3
560,218600.58
561,132137.0
562,166051.5
563,119218.08
564,184719.12
565,266909.83
566,133595.5
567,326538.51
568,216797.8
569,272101.69
570,136438.0
571,143625.07
572,118731.5
573,227860.05
574,171259.7
575,122721.0
576,115925.5
577,143080.5
578,162229.5
579,152766.5
580,148889.5
581,171988.5
582,305783.43
583,119105.0
584,301597.58
585,135345.84
586,359057.17
587,112945.56
588,134600.5
589,168024.5
590,86646.0
591,186620.3
592,439926.51
593,135039.0
594,140776.5
595,117826.5
596,301789.72
597,119569.93
598,194242.66
599,204963.0
600,150388.57
601,262031.9
602,134175.5
603,219428.5
604,154869.36
605,226746.18
606,197286.5
607,150657.5
608,204329.53
609,322354.79
610,125114.5
611,294648.0
612,145948.0
613,237341.05
614,147509.56
615,77184.0
616,139755.0
617,182626.32
618,108275.5
619,313334.42
620,302409.3
621,76062.52
622,236928.0
623,133618.9
624,170313.9
625,165100.0
626,151982.0
627,149070.59
628,154381.5
629,155854.0
630,161203.0
631,116412.0
632,220296.63
633,120430.0
634,134848.0
635,142938.39
636,213630.69
637,70653.0
638,105774.34
639,86998.5
640,254949.44
641,264582.43
642,225499.93
643,307786.0
644,157795.5
645,349622.87
646,137021.5
647,107115.71
648,147421.5
649,157093.5
650,85649.0
651,202145.77
652,131471.75
653,194845.0
654,136623.91
655,331918.22
656,88924.0
657,144064.5
658,151820.06
659,111585.5
660,167392.5
661,200319.5
662,354009.58
663,126864.0
664,148208.0
665,419642.81
666,228990.82
667,152813.32
668,204087.78
669,167156.0
670,132220.0
671,176144.15
672,111099.5
673,162496.59
674,240096.48
675,137750.87
676,145358.5
677,103810.0
678,105308.0
679,350067.74
680,128781.0
681,134942.1
682,151699.22
683,182132.06
684,268031.1
685,207929.0
686,187930.53
687,223201.0
688,161092.12
689,314472.33
690,196707.65
691,144323.5
692,692383.03
693,315452.86
694,102835.2
695,139271.8
696,175391.8
697,86735.5
698,121550.71
699,125687.38
700,193291.0
701,295015.13
702,146557.37
703,360006.22
704,133205.04
705,210668.0
706,80999.75
707,297226.24
708,239874.92
709,177008.36
710,112798.83
711,61839.0
712,100907.16
713,178668.9
714,126005.5
715,148348.0
716,166696.0
717,170449.79
718,157751.0
719,312495.0
720,129072.5
721,260358.13
722,144323.5
723,117869.98
724,131337.14
725,325371.91
726,118928.16
727,223881.5
728,197459.06
729,122254.05
730,106896.0
731,230850.26
732,184998.17
733,231734.5
734,136398.0
735,114617.5
736,156430.87
737,92953.93
738,233294.28
739,177888.0
740,196149.75
741,129582.55
742,131298.15
743,182919.47
744,169502.5
745,186770.0
746,283597.5
747,236765.0
748,248360.4
749,265735.94
750,113013.5
751,103895.54
752,167587.0
753,213622.0
754,275549.0
755,147910.5
756,172918.95
757,215639.5
758,162604.5
759,176342.0
760,304319.86
761,122536.58
762,110066.21
763,208845.33
764,314646.0
765,253933.0
766,268297.94
767,193179.75
768,170604.5
769,239456.46
770,485242.23
771,133334.8
772,115716.5
773,118357.87
774,120056.58
775,389401.26
776,163580.9
777,231750.49
778,137755.5
779,162200.91
780,136822.0
781,175108.99
782,178992.32
783,195449.72
784,155620.59
785,125607.5
786,156818.5
787,137081.0
788,238929.13
789,107349.75
790,178650.87
791,159383.85
792,148440.5
793,259286.5
794,233732.01
795,196985.0
796,160513.86
797,146515.37
798,109825.5
799,499755.76
800,169059.0
801,201065.5
802,108008.06
803,182992.45
804,532009.18
805,118326.46
806,221747.22
807,133704.0
808,181820.0
809,153268.0
810,122587.53
811,176752.5
812,145710.5
813,82434.65
814,151814.0
815,114320.04
816,227151.5
817,129581.0
818,277010.38
819,150597.5
820,226373.94
821,183242.0
822,100120.75
823,220120.0
824,136136.0
825,240735.92
826,401450.5
827,105968.0
828,189483.9
829,190777.9
830,150178.33
831,159411.5
832,148687.77
833,236620.87
834,167662.0
835,136791.37
836,123866.04
837,147775.5
838,98757.5
839,146202.5
840,121537.0
841,138486.0
842,145440.0
843,161521.87
844,140085.0
845,143578.0
846,185285.0
847,201497.32
848,132345.0
849,222413.37
850,183435.5
851,135587.5
852,205975.35
853,162724.0
854,159560.5
855,180130.0
856,129421.0
857,144908.5
858,175248.82
859,160297.5
860,246447.0
861,163274.3
862,134131.0
863,155326.37
864,135776.37
865,236682.94
866,146473.5
867,254894.02
868,128096.15
869,185039.7
870,233995.3
871,115308.5
872,199164.0
873,114988.4
874,129808.58
875,83699.0
876,316394.8
877,138445.32
878,314831.65
879,146992.32
880,133295.6
881,155722.5
882,187781.79
883,179560.32
884,121439.0
885,109302.83
886,306402.72
887,141604.64
888,132789.0
889,254670.64
890,153359.0
891,110946.0
892,171707.5
893,148845.0
894,161474.0
895,122852.56
896,148460.0
897,107082.43
898,157033.95
899,556827.46
900,137165.87
901,113012.0
902,146488.87
903,181726.72
904,255422.49
905,123316.0
906,131266.5
907,265411.92
908,219506.5
909,132626.1
910,172249.045
911,173612.0
912,154750.37
913,95433.51
914,144846.03
915,166875.25
916,82045.0
917,48072.14
918,143375.0
919,234030.85
920,170440.0
921,193185.32
922,144434.0
923,177357.35
924,201786.0
925,197813.1
926,169140.64
927,296055.34
928,182205.0
929,252555.76
930,228358.38
931,209976.95
932,123298.5
933,319637.42
934,201717.7
935,248212.48
936,78249.5
937,181282.9
938,251731.0
939,236962.35
940,242680.79
941,153946.55
942,227475.5
943,143418.7
944,167878.35
945,149631.5
946,124960.5
947,141307.87
948,272581.95
949,205562.9
950,183603.0
951,122119.66
952,119633.83
953,130926.0
954,179408.0
955,129383.6
956,150790.5
957,116547.0
958,133291.5
959,186646.32
960,160017.0
961,117201.5
962,270642.37
963,153528.57
964,272171.49
965,214256.6
966,179170.015
967,139118.21
968,134617.53
969,58838.5
970,139162.5
971,125936.0
972,168576.0
973,115256.7
974,200210.9
975,171233.0
976,163238.15
977,93617.0
978,196849.03
979,111008.56
980,139779.37
981,159705.0
982,323700.12
983,168410.1
984,268762.8
985,144607.05
986,132368.5
987,119661.34
988,380712.86
989,196485.5
990,193865.63
991,328673.5
992,160048.22
993,180735.5
994,176022.95
995,321521.76
996,114312.0
997,136354.0
998,179461.5
999,98203.25
1000,202976.53
1001,97756.43
1002,82729.0
1003,234894.7
1004,143616.3
1005,188459.79
1006,143327.6
1007,170321.5
1008,87955.0
1009,262780.7
1010,100438.21
1011,132043.5
1012,116392.05
1013,156875.0
1014,87615.03
1015,128001.5
1016,220319.0
1017,206731.8
1018,180189.47
1019,165252.35
1020,206253.5
1021,168730.0
1022,194987.99
1023,97914.0
1024,196003.48
1025,272986.24
1026,118135.0
1027,162129.37
1028,276145.05
1029,113218.0
1030,112505.04
1031,149838.0
1032,212331.94
1033,317702.19
1034,236618.05
1035,117501.5
1036,93200.33
1037,298515.9
1038,272650.5
1039,103113.04
1040,79684.0
1041,176731.0
1042,167012.5
1043,200418.69
1044,274531.4
1045,247460.19
1046,151435.4
1047,521723.52
1048,142466.5
1049,140406.0
1050,96553.0
1051,180737.75
1052,196313.19
1053,175690.5
1054,147447.64
1055,251398.3
1056,179720.6
1057,190047.18
1058,238864.5
1059,322129.07
1060,212255.87
1061,212474.0
1062,100932.0
1063,130122.87
1064,108424.4
1065,153713.0
1066,312176.38
1067,180396.32
1068,165565.5
1069,187389.06
1070,122681.25
1071,134236.58
1072,160554.0
1073,103990.0
1074,159340.25
1075,192209.46
1076,207484.5
1077,157435.32
1078,145481.64
1079,151201.0
1080,133166.5
1081,149851.68
1082,131381.43
1083,198760.0
1084,157513.37
1085,185233.95
1086,139042.5
1087,85370.0
1088,255241.9
1089,134269.0
1090,194761.96
1091,92953.93
1092,160845.65
1093,136205.0
1094,146757.42
1095,123808.5
1096,181157.15
1097,129177.75
1098,147310.0
1099,126949.0
1100,169249.0
1101,55584.98
1102,123509.5
1103,134226.58
1104,152564.24
1105,107376.04
1106,324439.1
1107,181233.41
1108,255775.5
1109,181499.32
1110,281111.72
1111,189098.25
1112,199252.5
1113,122368.5
1114,124435.36
1115,111990.5
1116,313993.47
1117,182697.32
1118,129066.0
1119,140417.5
1120,131020.5
1121,106673.6
1122,215489.0
1123,114965.66
1124,110684.61
1125,165608.32
1126,119832.0
1127,184193.59
1128,253127.18
1129,216344.95
1130,138563.4
1131,141765.0
1132,109836.0
1133,132630.58
1134,240416.6
1135,173373.22
1136,106803.0
1137,121662.25
1138,96625.8
1139,192808.5
1140,130625.75
1141,131626.5
1142,191577.37
1143,396443.13
1144,99493.0
1145,91512.0
1146,141389.0
1147,179329.49
1148,174127.5
1149,108052.0
1150,141165.5
1151,117188.93
1152,156832.0
1153,226154.0
1154,115482.0
1155,191441.37
1156,197669.0
1157,169299.87
1158,224245.58
1159,237975.86
1160,169486.0
1161,146341.5
1162,208831.0
1163,128320.5
1164,142122.81
1165,188656.0
1166,236489.21
1167,272505.69
1168,176538.0
1169,221933.0
1170,593114.43
1171,163879.0
1172,155772.37
1173,167480.26
1174,212206.24
1175,236156.43
1176,295369.3
1177,121594.6
1178,111068.0
1179,144424.0
1180,106774.21
1181,267644.18
1182,346015.61
1183,696414.65
1184,121252.6
1185,189240.2
1186,109453.76
1187,108508.91
1188,250513.0
1189,193468.0
1190,187656.32
1191,180698.0
1192,171869.53
1193,134050.0
1194,166879.4
1195,155362.75
1196,177750.35
1197,220802.5
1198,143688.62
1199,182335.21
1200,151665.5
1201,118691.5
1202,204570.5
1203,122027.5
1204,225232.27
1205,153133.0
1206,308596.55
1207,119535.0
1208,233098.14
1209,143381.87
1210,277666.35
1211,191261.35
1212,178605.0
1213,107304.5
1214,140078.0
1215,135670.0
1216,121100.83
1217,134039.19
1218,216544.83
1219,84028.5
1220,100820.04
1221,120173.5
1222,138177.74
1223,147620.0
1224,163568.0
1225,182091.45
1226,143803.5
1227,226808.7
1228,135625.5
1229,335519.78
1230,133301.0
1231,209915.5
1232,134571.37
1233,115382.5
1234,144426.5
1235,129684.0
1236,148469.42
1237,169836.0
1238,207686.2
1239,144705.0
1240,246770.75
1241,219627.0
1242,257241.47
1243,163704.0
1244,424791.09
1245,207105.5
1246,184036.0
1247,185021.0
1248,160273.5
1249,147695.0
1250,118195.0
1251,224982.0
1252,176159.35
1253,126702.5
1254,265909.13
1255,176004.9
1256,124285.0
1257,323926.43
1258,93757.4
1259,183970.02
1260,149410.0
1261,185581.0
1262,125367.29
1263,160515.34
1264,177470.87
1265,176097.4
1266,176947.5
1267,128607.35
1268,400368.46
1269,359594.48
1270,144501.5
1271,236074.47
1272,173825.08
1273,135782.5
1274,163564.5
1275,125750.78
1276,147640.74
1277,149335.84
1278,194521.0
1279,243553.4
1280,79760.0
1281,230641.18
1282,181285.67
1283,145060.0
1284,149777.0
1285,174104.0
1286,133791.52
1287,148440.0
1288,186719.1
1289,269896.0
1290,270887.5
1291,169553.5
1292,114811.04
1293,123660.19
1294,164054.5
1295,114368.5
1296,141123.0
1297,151868.37
1298,151632.7
1299,228750.33
1300,150329.87
1301,227754.1
1302,168628.5
1303,288667.67
1304,233957.05
1305,139559.27
1306,304138.57
1307,198337.15
1308,134780.5
1309,139706.71
1310,179643.89
1311,286368.0
1312,188157.73
1313,312821.7
1314,344688.37
1315,118935.99
1316,197085.5
1317,294255.09
1318,207183.35
1319,278496.26
1320,110954.58
1321,156619.5
1322,81405.0
1323,207247.9
1324,83442.0
1325,209061.61
1326,66441.0
1327,87450.0
1328,128673.0
1329,250217.37
1330,176432.22
1331,232946.49
1332,131459.0
1333,98814.0
1334,123547.0
1335,124127.54
1336,164972.0
1337,144656.68
1338,62954.5
1339,208288.11
1340,127350.5
1341,117047.48
1342,155250.0
1343,249882.9
1344,171916.0
1345,163677.195
1346,107500.6
1347,248419.24
1348,315639.19
1349,218941.36
1350,123890.04
1351,207525.19
1352,166838.0
1353,122846.0
1354,401633.16
1355,235155.2
1356,174947.7
1357,115249.83
1358,149872.0
1359,176290.0
1360,337376.89
1361,185089.87
1362,254599.06
1363,126477.64
1364,167063.48
1365,148687.77
1366,211810.0
1367,199700.25
1368,130240.0
1369,140776.5
1370,248455.86
1371,111106.0
1372,158913.0
1373,260041.8
1374,423116.78
1375,252177.78
1376,241563.55
1377,97380.0
1378,124474.0
1379,88252.5
1380,174719.775
1381,71768.52
1382,229985.0
1383,157665.0
1384,134746.0
1385,106408.0
1386,118597.5
1387,242913.32
1388,160588.0
1389,354548.43
1390,126475.34
1391,228994.79
1392,129497.92
1393,122665.0
1394,159507.75
1395,235136.95
1396,297887.87
1397,196164.5
1398,137988.0
1399,146252.5
1400,134814.71
1401,119282.0
1402,190934.17
1403,198965.48
1404,263776.55
1405,105760.0
1406,271219.61
1407,130367.0
1408,115050.0
1409,126823.58
1410,222167.3
1411,231263.78
1412,142033.5
1413,91733.0
1414,271009.74
1415,197272.0
1416,204306.2
1417,145054.37
1418,329468.04
1419,130765.37
1420,233894.0
1421,171954.0
1422,133379.1
1423,135587.5
1424,240156.3
1425,143513.0
1426,145112.5
1427,255835.8
1428,136780.0
1429,114219.5
1430,183042.0
1431,205058.75
1432,134993.6
1433,81692.5
1434,195706.2
1435,165307.64
1436,162395.0
1437,120179.5
1438,377126.28
1439,143604.37
1440,179010.34
1441,188239.0
1442,144323.5
1443,298959.0
1444,110357.43
1445,192122.67
1446,126596.33
1447,158936.5
1448,240790.8
1449,116591.5
1450,88234.0
1451,150591.87
1452,275827.32
1453,147039.5
1454,114775.0
1455,186388.0
1456,175533.32
1457,218015.0
1458,243630.03
1459,132717.93
1460,152829.0
